영양소,상호작용_유형,상대,상대_정규화,상대_분류,맥락,섹션경로,statement,문헌번호,문헌_확보율,문헌정보,PubMed,출처URL,수집시각
niacin,영양소-약물,,,,Safety 아래,Safety > Drug interactions,"The occurrence of rhabdomyolysis is increased in patients treated with statins (HMG-CoA reductase inhibitors). Rhabdomyolysis is a relatively uncommon condition in which muscle cells are broken down, releasing enzymes and electrolytes into the blood, and sometimes resulting in kidney failure (131). Co-administration of nicotinic acid with a statin seems to enhance the risk of rhabdomyolosis (132). A new drug, laropiprant, blocks prostanoid receptors and reduces nicotinic acid-induced flushing (133). A randomized, placebo -controlled trial was designed to identify possible adverse effects of the niacin/laropiprant combination in over 25,000 simvastatin-treated subjects (134). When added to the statin therapy, niacin/laropiprant increased the risk of myopathy and rhabdomyolosis, particularly in Asian subjects. It is possible that the niacin/laropiprant combination further reduces the poor tolerability to statin treatment observed in certain populations (135). In the three-year, randomized controlled HATS study, concurrent therapy with antioxidants (1,000 mg/day of vitamin C, 800 IU/day of RRR -α-tocopherol, 100 µg/day of selenium, and 25 mg/day of β-carotene) diminished the protective effects of the simvastatin-nicotinic acid combination (136). Although the mechanism for these effects is not known, the benefit of concurrent antioxidant therapy in patients on lipid-lowering agents has been questioned (137). Adverse effects of large doses of nicotinic acid may be exacerbated by the concomitant use of certain medications. The risk of myopathy may be further increased in those taking nicotinic acid and bile acid sequestrants (e.g., cholestyramine, colestipol) or the anti-lipidemic drug, gemfibrozil (Lopid), and the risk of hepatotoxicity observed with nicotinic acid might be enhanced by drugs like paracetamol, amiodarone (Cordarone), or carbamazepine (Tegretol) (35). In addition, large doses of nicotinic acid may reduce uric acid excretion, thereby opposing the action of uricosuric agents like probenecid (Probalan) (35). Several other medications may interact with niacin therapy or with absorption and metabolism of the vitamin (126). Estrogen and estrogen-containing oral contraceptives increase the efficiency of niacin synthesis from tryptophan, resulting in a decreased dietary requirement for niacin (138). Long-term administration of chemotherapy agents has been reported to cause symptoms of pellagra; therefore, niacin supplementation may be needed (see Pellagra causes).",35;126;131;132;133;134;135;136;137;138,10/10,"Natural Medicines. Professional Monograph - Niacin/Interactions with drugs. https://naturalmedicines.therapeuticresearch.com/. Accessed 8/2/17. | Hendler SS, Rorvik DR. PDR for Nutritional Supplements. 2nd ed. Montvale: Thomson Reuters; 2008. | Kar S, Chockalingam A. Statin-associated rhabdomyolysis with acute renal failure complicated by intradialytic NSTEMI: a review of lipid management considerations. Am J Ther. 2013;20(1):57-60. (PubMed) | Cziraky MJ, Willey VJ, McKenney JM, et al. Risk of hospitalized rhabdomyolysis associated with lipid-lowering drugs in a real-world clinical setting. J Clin Lipidol. 2013;7(2):102-108. (PubMed) | Maccubbin DL, Chen F, Anderson JW, et al. Effectiveness and safety of laropiprant on niacin-induced flushing. Am J Cardiol. 2012;110(6):817-822. (PubMed) | Hps Thrive Collaborative Group. HPS2-THRIVE randomized placebo-controlled trial in 25 673 high-risk patients of ER niacin/laropiprant: trial design, pre-specified muscle and liver outcomes, and reasons for stopping study treatment. Eur Heart J. 2013;34(17):1279-1291. (PubMed) | Lewey J, Shrank WH, Bowry AD, Kilabuk E, Brennan TA, Choudhry NK. Gender and racial disparities in adherence to statin therapy: a meta-analysis. Am Heart J. 2013;165(5):665-678, 678 e661. (PubMed) | Cheung MC, Zhao XQ, Chait A, Albers JJ, Brown BG. Antioxidant supplements block the response of HDL to simvastatin-niacin therapy in patients with coronary artery disease and low HDL. Arterioscler Thromb Vasc Biol. 2001;21(8):1320-1326. (PubMed) | Brown BG, Cheung MC, Lee AC, Zhao XQ, Chait A. Antioxidant vitamins and lipid therapy: end of a long romance? Arterioscler Thromb Vasc Biol. 2002;22(10):1535-1546. (PubMed) | Rios-Avila L, Coats B, Chi YY, et al. Metabolite profile analysis reveals association of vitamin B-6 with metabolites related to one-carbon metabolism and tryptophan catabolism but not with biomarkers of inflammation in oral contraceptive users and reveals the effects of oral contraceptives on these processes. J Nutr. 2015;145(1):87-95. (PubMed)",http://www.ncbi.nlm.nih.gov/pubmed/21192242;http://www.ncbi.nlm.nih.gov/pubmed/23415428;http://www.ncbi.nlm.nih.gov/pubmed/22683042;http://www.ncbi.nlm.nih.gov/pubmed/23444397;http://www.ncbi.nlm.nih.gov/pubmed/23622903;https://www.ncbi.nlm.nih.gov/pubmed/11498460;https://www.ncbi.nlm.nih.gov/pubmed/12377728;https://www.ncbi.nlm.nih.gov/pubmed/25527663,https://lpi.oregonstate.edu/mic/vitamins/niacin,2026-08-10T04:48:26+00:00
pantothenic-acid,영양소-약물,,,,Safety 아래,Safety > Drug interactions,Oral contraceptives (birth control pills) containing estrogen and progestin may increase the requirement for pantothenic acid (43). Use of pantethine in combination with cholesterol-lowering drugs called statins (HMG-CoA reductase inhibitors) or with nicotinic acid (see the article on Niacin) may produce additive effects on blood lipids (42).,42;43,2/2,"Hendler SS, Rorvik DR, eds. PDR for Nutritional Supplements. 2nd ed: Thomson Reuters; 2008. | Flodin N. Pharmacology of micronutrients. New York: Alan R. Liss, Inc.; 1988.",,https://lpi.oregonstate.edu/mic/vitamins/pantothenic-acid,2026-08-10T04:48:28+00:00
phosphorus,영양소-약물,,,,Safety 아래,Safety > Drug interactions,"Aluminum-containing antacids reduce the absorption of dietary phosphorus by forming aluminum phosphate, which is unabsorbable. When consumed in high doses, aluminum-containing antacids can produce abnormally low blood phosphorus levels (hypophosphatemia), as well as aggravate phosphorus deficiency due to other causes (54). The reduction of stomach acidity by proton-pump inhibitors may also limit the efficacy of phosphate-binder therapy in patients with kidney failure (55); a retrospective study in 71 hemodialysis patients found use of proton-pump inhibitors reduced the effect of lanthanum carbonate, but not ferric citrate hydrate or secroferric oxyhydroxide, on serum phosphorus concentrations (56). Excessively high doses of 1,25-dihydroxyvitamin D, the active form of vitamin D, or its analogs, may result in hyperphosphatemia (10). Potassium supplements or potassium-sparing diuretics taken together with phosphorus supplements may result in high blood levels of potassium (hyperkalemia). Hyperkalemia can be a serious problem, resulting in life-threatening heart rhythm abnormalities (arrhythmias). People taking such a combination must inform their health care provider and have their serum potassium levels checked regularly (54). Additionally, prevention of bone demineralization by hormone replacement therapy in postmenopausal women is associated with higher urinary phosphorus excretion and lower serum phosphorus levels in treated compared to untreated women (57, 58).",10;54;55;56;57;58,6/6,"Food and Nutrition Board, Institute of Medicine. Phosphorus. Dietary Reference Intakes: Calcium, Phosphorus, Magnesium, Vitamin D, and Fluoride. Washington D.C.: National Academy Press; 1997:146–189. (National Academy Press) | Minerals. Drug Facts and Comparisons. St. Louis: Facts and Comparisons; 2000:27–51. | Cervelli MJ, Shaman A, Meade A, Carroll R, McDonald SP. Effect of gastric acid suppression with pantoprazole on the efficacy of calcium carbonate as a phosphate binder in haemodialysis patients. Nephrology (Carlton). 2012;17(5):458–465. (PubMed) | Minakuchi H, Yoshida T, Kaburagi N, et al. Proton pump inhibitors may hinder hypophosphatemic effect of lanthanum carbonate, but not of ferric citrate hydrate or sucroferric oxyhydroxide, in hemodialysis patients. Ren Fail. 2020;42(1):799–806. (PubMed) | Zhang D, Maalouf NM, Adams-Huet B, Moe OW, Sakhaee K. Effects of sex and postmenopausal estrogen use on serum phosphorus levels: a cross-sectional study of the National Health and Nutrition Examination Survey (NHANES) 2003-2006. Am J Kidney Dis. 2014;63(2):198–205. (PubMed) | Bansal N, Katz R, de Boer IH, et al. Influence of estrogen therapy on calcium, phosphorus, and other regulatory hormones in postmenopausal women: the MESA study. J Clin Endocrinol Metab. 2013;98(12):4890–4898. (PubMed)",http://www.ncbi.nlm.nih.gov/pubmed/22471559;https://www.ncbi.nlm.nih.gov/pubmed/32779954;https://www.ncbi.nlm.nih.gov/pubmed/24051078;http://www.ncbi.nlm.nih.gov/pubmed/24092825,https://lpi.oregonstate.edu/mic/minerals/phosphorus,2026-08-10T04:48:33+00:00
potassium,영양소-약물,,,,Safety 아래,Safety > Drug interactions,"Table 3 lists the classes of medications known to increase the risk of hyperkalemia (elevated serum potassium) in patients who also use potassium supplements (50, 51, 54). Table 3. Medications Associated with Hyperkalemia Medication Family Specific Medications Angiotensin converting enzyme (ACE) inhibitors captopril (Capoten), enalapril (Vasotec), fosinopril (Monopril), ramipril (Altace) Angiotensin receptor blockers Losartan (Cozaar), valsartan (Diovan), irbesartan (Avapro), candesartan (Atacand) Anticoagulant Heparin Anti-hypertensive agents β-blockers, α-blockers Anti-infective agents Trimethoprim-sulfamethoxazole, pentamidine Cardiac glycoside Digitalis Nonsteroidal anti-inflammatory agents (NSAID) Indomethacin, ibuprofen, ketorolac Potassium-sparing diuretics spironolactone (Aldactone), triamterene (Dyrenium), amiloride (Midamor) Several classes of medications are known to induce hypokalemia (low serum potassium; Table 4; 55). In the absence of treatment, hypokalemia can have serious complications and even be fatal (see Deficiency). Various mechanisms explain how certain medications can lead to potassium depletion. For example, both loop and thiazide diuretics increase the urinary excretion of potassium. Corticoids cause sodium retention that leads to a compensatory increase in urinary potassium excretion. Penicillins formulated as sodium salts also stimulate potassium excretion. Several medications, including aminoglycosides, anti-fungal agents (amphotericin-B, fluconazole), and cisplatin, can damage the renal tubular epithelium and lead to severe potassium loss. Outdated tetracycline antibiotics have been linked to electrolyte disturbances. Table 4. Medications Associated with Hypokalemia Medication Family Specific Medications Aminoglycosides amikacin (Amikin), gentamicin (Garamycin), kanamycin (Kantrex), tobramycin (Nebcyn), streptomycin Antibiotics Penicillins: penicillin G sodium (Pfizerpen), mezlocillin (Mezlin), carbenicillin (Geocillin), ticarcillin (Ticar) Tetracyclines (when outdated) Anti-cancer agent cisplatin (Platinol-AQ) Anti-fungal agents amphotericin B (Abelcet, Amphotec, AmBisome, Amphocin, Fungizone), fluconazole (Diflucan) β-adrenergic agonists albuterol (Salbutamol, Ventolin), bitolterol (Tornalate), metaproterenol (Alupent) Diuretics Loop diuretics: bumetanide (Bumex), ethacrynic acid (Edecrin), furosemide (Lasix), torsemide (Demadex) Thiazide diuretics: Acetazolamide, thiazides, chlorthalidone (Hygroton), indapamide (Lozol), metolazone (Zaroxolyn), chlorothiazide (Diuril) Mineralocorticoids fludrocortisone (Florinef), hydrocortisone (Cortef), cortisone (Cortone), prednisone (Deltasone) Substances with mineralocorticoid effects: licorice, carbenoxolone, gossypol Other methylxanthines (e.g., theophylline), sodium polystyrene sulfonate, sodium phosphates, caffeine",50;51;54;55,4/4,"Hendler SS, Rorvik DR. PDR for Nutrititional Supplements. Montvale: Thomson Reuters; 2008. | Mandal AK. Hypokalemia and hyperkalemia. Med Clin North Am. 1997;81(3):611-639. (PubMed) | Natural Medicines. Potassium/Professional Monograph/Interactions with Drugs. June 26, 2018. Available at: https://naturalmedicines.therapeuticresearch.com. Accessed 11/19/18. | Natural Medicines. Potassium/Professional Monograph/Nutrient Depletion. June 26, 2018. Available at: https://naturalmedicines.therapeuticresearch.com. Accessed 11/19/18.",https://www.ncbi.nlm.nih.gov/pubmed/9167648,https://lpi.oregonstate.edu/mic/minerals/potassium,2026-08-10T04:48:35+00:00
riboflavin,영양소-영양소,B-complex vitamins,B-complex vitamins,범주,Nutrient interactions,Function > Nutrient interactions > B-complex vitamins,"Flavoproteins are involved in the metabolism of several other vitamins: vitamin B 6, niacin, vitamin B 12, and folate. Therefore, low and deficient riboflavin status can affect several enzyme systems. The conversion of vitamin B 6 to its active coenzyme form in tissues, pyridoxal 5'-phosphate (PLP), requires the FMN-dependent enzyme, pyridoxine 5'-phosphate oxidase (PPO) (7). Human studies have provided evidence of the metabolic dependency of vitamin B 6 on riboflavin status in older (8-10) and younger (10) adults. The synthesis of the niacin-containing coenzymes, NAD and NADP, from the amino acid tryptophan, requires the FAD-dependent enzyme, kynurenine 3-monooxygenase. Severe riboflavin deficiency can thus decrease the conversion of tryptophan to NAD and NADP, increasing the risk of niacin deficiency (3). Methylenetetrahydrofolate reductase (MTHFR) is an FAD-dependent enzyme that plays a key role in one-carbon metabolism by catalyzing the reduction of 5,10 methyleneTHF to 5 methylTHF. Once formed, 5 methylTHF is used by methionine synthase for the vitamin B 12 -dependent conversion of homocysteine to methionine and the formation of THF (Figure 2). Both FMN and FAD are coenzymes for the enzyme methionine synthase reductase, which is responsible for the regeneration of methylcobalamin, the biologically active form of vitamin B 12 acting as a coenzyme for methionine synthase (11). Along with other B vitamins (folate, vitamin B 12, and vitamin B 6), higher dietary riboflavin intakes have been associated with lower plasma concentrations of homocysteine (12). In individuals homozygous for the C677T polymorphism in the MTHFR gene, low riboflavin status is associated with elevated plasma homocysteine, and in turn linked with a higher risk of cardiovascular disease and other chronic diseases (13, 14). Furthermore, supplementation with riboflavin results in marked lowering of homocysteine concentrations specifically in individuals with the variant MTHFR 677TT genotype (15). Such results illustrate that chronic disease risk may be influenced by complex interactions between genetic and dietary factors.",3;7;8;10;11;12;13;14;15,9/9,"McCormick D. Riboflavin. In: Shils M, Olson J, Shike M, Ross A, eds. Nutrition in Health and Disease. 9th ed. Baltimore: Williams & Wilkins; 1999:391-399. | McCormick DB. Two interconnected B vitamins: riboflavin and pyridoxine. Physiol Rev. 1989;69(4):1170-1198. (PubMed) | Madigan SM, Tracey F, McNulty H, et al. Riboflavin and vitamin B-6 intakes and status and biochemical response to riboflavin supplementation in free-living elderly people. Am J Clin Nutr. 1998;68(2):389-395. (PubMed) | Jungert A, McNulty H, Hoey L, et al. Riboflavin is an important determinant of vitamin B-6 status in healthy adults. J Nutr. 2020;150(10):2699-2706. (PubMed) | Wolthers KR, Scrutton NS. Cobalamin uptake and reactivation occurs through specific protein interactions in the methionine synthase-methionine synthase reductase complex. FEBS J. 2009;276(7):1942-1951. (PubMed) | Jacques PF, Bostom AG, Wilson PW, Rich S, Rosenberg IH, Selhub J. Determinants of plasma total homocysteine concentration in the Framingham Offspring cohort. Am J Clin Nutr. 2001;73(3):613-621. (PubMed) | Jacques PF, Kalmbach R, Bagley PJ, et al. The relationship between riboflavin and plasma total homocysteine in the Framingham Offspring cohort is influenced by folate status and the C677T transition in the methylenetetrahydrofolate reductase gene. J Nutr. 2002;132(2):283-288. (PubMed) | McNulty H, McKinley MC, Wilson B, et al. Impaired functioning of thermolabile methylenetetrahydrofolate reductase is dependent on riboflavin status: implications for riboflavin requirements. Am J Clin Nutr. 2002;76(2):436-441. (PubMed) | McNulty H, Dowey le RC, Strain JJ, et al. Riboflavin lowers homocysteine in individuals homozygous for the MTHFR 677C->T polymorphism. Circulation. 2006;113(1):74-80. (PubMed)",https://pubmed.ncbi.nlm.nih.gov/2678166/;https://pubmed.ncbi.nlm.nih.gov/9701198/;https://www.ncbi.nlm.nih.gov/pubmed/32805038;https://www.ncbi.nlm.nih.gov/pubmed/19243433;https://pubmed.ncbi.nlm.nih.gov/11237940/;https://pubmed.ncbi.nlm.nih.gov/11823591/;https://www.ncbi.nlm.nih.gov/pubmed/12145019;http://www.ncbi.nlm.nih.gov/pubmed/16380544,https://lpi.oregonstate.edu/mic/vitamins/riboflavin,2026-08-10T04:48:37+00:00
riboflavin,영양소-영양소,Iron,Iron,미량영양소,Nutrient interactions,Function > Nutrient interactions > Iron,"Riboflavin deficiency alters iron metabolism. Although the mechanism is not clear, research in animals suggests that riboflavin deficiency may impair iron absorption, increase intestinal loss of iron, and/or impair iron utilization for the synthesis of hemoglobin (16). In humans, low dietary intake of riboflavin has been associated with an increased risk for anemia (17), and improving riboflavin nutritional status has been found to increase circulating hemoglobin levels (18). Correction of riboflavin deficiency in individuals who are both riboflavin and iron deficient improves the response of iron-deficiency anemia to iron therapy (19). Anemia during pregnancy, a worldwide public health problem, is responsible for considerable perinatal morbidity and mortality (20, 21). The management of maternal anemia typically involves supplementation with iron alone or iron in combination with folic acid (22). It is possible that the inclusion of riboflavin could enhance the effects of iron-folic acid supplementation in treating maternal anemia, but the evidence is limited. There are, however, randomized, double-blind intervention trials conducted in pregnant women with anemia in Southeast Asia showing that a combination of folic acid, iron, vitamin A, and riboflavin improved hemoglobin levels and decreased anemia prevalence compared to iron-folic acid supplementation alone (23, 24).",16;17;18;19;20;21;22;23;24,9/9,"Powers HJ, Weaver LT, Austin S, Beresford JK. A proposed intestinal mechanism for the effect of riboflavin deficiency on iron loss in the rat. Br J Nutr. 1993;69(2):553-561. (PubMed) | Shi Z, Zhen S, Wittert GA, Yuan B, Zuo H, Taylor AW. Inadequate riboflavin intake and anemia risk in a Chinese population: five-year follow up of the Jiangsu Nutrition Study. PLoS One. 2014;9(2):e88862. (PubMed) | Powers HJ, Hill MH, Mushtaq S, Dainty JR, Majsak-Newman G, Williams EA. Correcting a marginal riboflavin deficiency improves hematologic status in young women in the United Kingdom (RIBOFEM). Am J Clin Nutr. 2011;93(6):1274-1284. (PubMed) | Powers HJ. Riboflavin-iron interactions with particular emphasis on the gastrointestinal tract. Proc Nutr Soc. 1995;54(2):509-517. (PubMed) | Kalaivani K. Prevalence & consequences of anaemia in pregnancy. Indian J Med Res. 2009;130(5):627-633. (PubMed) | Worldwide prevalence of anaemia 1993-2005: WHO global database on anaemia. de Benoist B, McLean E, Egli I, Cogswell M, eds. 2008; World Health Organization Press. Available at: http://www.who.int/nutrition/publications/micronutrients/anaemia_iron_deficiency/9789241596657/en/index.html. Accessed 7/22/13. | Pena-Rosas JP, Viteri FE. Effects of routine oral iron supplementation with or without folic acid for women during pregnancy. Cochrane Database Syst Rev. 2006(3):CD004736. (PubMed) | Suprapto B, Widardo, Suhanantyo. Effect of low-dosage vitamin A and riboflavin on iron-folate supplementation in anaemic pregnant women. Asia Pac J Clin Nutr. 2002;11(4):263-267. (PubMed) | Ma AG, Schouten EG, Zhang FZ, et al. Retinol and riboflavin supplementation decreases the prevalence of anemia in Chinese pregnant women taking iron and folic Acid supplements. J Nutr. 2008;138(10):1946-1950. (PubMed)",http://www.ncbi.nlm.nih.gov/pubmed/8490008;https://www.ncbi.nlm.nih.gov/pubmed/24533156;http://www.ncbi.nlm.nih.gov/pubmed/21525198;https://pubmed.ncbi.nlm.nih.gov/8524897/;http://www.ncbi.nlm.nih.gov/pubmed/20090119;http://www.ncbi.nlm.nih.gov/pubmed/16856058;http://www.ncbi.nlm.nih.gov/pubmed/12495257;http://www.ncbi.nlm.nih.gov/pubmed/18806105,https://lpi.oregonstate.edu/mic/vitamins/riboflavin,2026-08-10T04:48:37+00:00
riboflavin,영양소-약물,,,,Safety 아래,Safety > Drug interactions,"Several early reports indicated that women taking high-dose oral contraceptives had diminished riboflavin biomarker status. However, when investigators controlled for dietary riboflavin intake, no differences between users of oral contraceptives and non-users were found (1). Phenothiazine derivatives like the anti-psychotic medication, chlorpromazine (Thorazine), and tricyclic antidepressants inhibit the conversion of riboflavin to FAD and FMN, as do the anti-malarial medication, quinacrine, and the cancer chemotherapy agent, adriamycin (4). Long-term use of the anticonvulsant, phenobarbitol, may increase destruction of riboflavin by liver enzymes, increasing the risk of deficiency (3). Additionally, chronic alcohol consumption has been associated with riboflavin deficiency. In rats chronically fed alcohol, the inhibition of riboflavin transporters caused impairment in intestinal absorption and renal re-uptake of the vitamin (114).",1;3;4;114,4/4,"Food and Nutrition Board, Institute of Medicine. Riboflavin. Dietary Reference Intakes: Thiamin, Riboflavin, Niacin, Vitamin B-6, Vitamin B-12, Pantothenic Acid, Biotin, and Choline. Washington D.C.: National Academy Press; 1998:87-122. (National Academy Press) | McCormick D. Riboflavin. In: Shils M, Olson J, Shike M, Ross A, eds. Nutrition in Health and Disease. 9th ed. Baltimore: Williams & Wilkins; 1999:391-399. | Powers HJ. Current knowledge concerning optimum nutritional status of riboflavin, niacin and pyridoxine. Proc Nutr Soc. 1999;58(2):435-440. (PubMed) | Subramanian VS, Subramanya SB, Ghosal A, Said HM. Chronic alcohol feeding inhibits physiological and molecular parameters of intestinal and renal riboflavin transport. Am J Physiol Cell Physiol. 2013;305(5):C539-46. (PubMed)",https://pubmed.ncbi.nlm.nih.gov/10466188/;https://pubmed.ncbi.nlm.nih.gov/23804199/,https://lpi.oregonstate.edu/mic/vitamins/riboflavin,2026-08-10T04:48:37+00:00
selenium,영양소-영양소,Antioxidant nutrients,Antioxidant nutrients,범주,Nutrient interactions,Function > Nutrient interactions > Antioxidant nutrients,"The importance of selenium to biological systems, and specifically to the cellular redox (pro-oxidant / antioxidant) balance, is thought to be derived primarily from its presence as selenocysteine in the catalytic site of selenoproteins (see Function). Other minerals that are critical components of antioxidant enzymes include copper (as superoxide dismutase), zinc (as superoxide dismutase), and iron (as catalase). Selenium acts via selenoenzymes in synergy with the antioxidant vitamins, vitamin C (ascorbic acid) and vitamin E (α-tocopherol), by regenerating them from their oxidized forms and promoting maximal antioxidant protection (43-45).",43;45,2/2,"Li X, Hill KE, Burk RF, May JM. Selenium spares ascorbate and alpha-tocopherol in cultured liver cell lines under oxidant stress. FEBS Lett. 2001;508(3):489-492. (PubMed) | Murer SB, Aeberli I, Braegger CP, et al. Antioxidant supplements reduced oxidative stress and stabilized liver function tests but did not reduce inflammation in a randomized controlled trial in obese children and adolescents. J Nutr. 2014;144(2):193-201. (PubMed)",http://www.ncbi.nlm.nih.gov/pubmed/11728478;http://www.ncbi.nlm.nih.gov/pubmed/24353344,https://lpi.oregonstate.edu/mic/minerals/selenium,2026-08-10T04:48:40+00:00
selenium,영양소-영양소,Iodine,Iodine,미량영양소,Nutrient interactions,Function > Nutrient interactions > Iodine,"While iodine is an essential component of thyroid hormones, the selenium-containing iodothyronine deiodinases (DIOs) are enzymes required for the conversion of thyroxine (T 4) to the biologically active thyroid hormone, triiodothyronine (T 3) (see Function). DIO1 activity may also be involved in regulating iodine homeostasis (46). Additionally, the glutathione peroxidases play a critical role in thyroid function because they catalyze the degradation of peroxides generated during thyroid hormone synthesis (10). The epidemiology of coexisting iodine and selenium deficiencies in central Africa, but not in China, has been linked to myxedematous cretinism, a severe form of congenital hypothyroidism accompanied by mental and physical retardation. Selenium deficiency may be only one of several undetermined factors that might exacerbate the detrimental effects of iodine deficiency (47). Interestingly, selenium deficiency in rodents was found to have little impact on DIO activities as it appears that selenium is being supplied in priority for adequate synthesis of DIOs at the expense of other selenoenzymes (10).",10;46;47,3/3,"Schomburg L. Selenium, selenoproteins and the thyroid gland: interactions in health and disease. Nat Rev Endocrinol. 2012;8(3):160-171. (PubMed) | Schneider MJ, Fiering SN, Thai B, et al. Targeted disruption of the type 1 selenodeiodinase gene (Dio1) results in marked changes in thyroid hormone economy in mice. Endocrinology. 2006;147(1):580-589. (PubMed) | Hess SY. The impact of common micronutrient deficiencies on iodine and thyroid metabolism: the evidence from human studies. Best Pract Res Clin Endocrinol Metab. 2010;24(1):117-132. (PubMed)",http://www.ncbi.nlm.nih.gov/pubmed/22009156;http://www.ncbi.nlm.nih.gov/pubmed/16223863;http://www.ncbi.nlm.nih.gov/pubmed/20172476,https://lpi.oregonstate.edu/mic/minerals/selenium,2026-08-10T04:48:40+00:00
selenium,영양소-약물,,,,Safety 아래,Safety > Drug interactions,"At present, few interactions between selenium and medications have been reported (155). For example, the anticonvulsant drug valproic acid and the chemotherapeutic agent cisplatin may lower circulating selenium concentrations in treated subjects (156, 157). Also, supplemental sodium selenite was found to reduce the toxicity of the antibiotic nitrofurantoin and the herbicide paraquat in animal studies (158). A three-year randomized controlled trial in 160 patients with documented coronary artery disease (CAD) and low high-density-lipoprotein (HDL) levels found that a combination of simvastatin (Zocor) and niacin increased HDL2 subfraction levels, inhibited the progression of coronary artery stenosis (narrowing), and decreased the frequency of cardiovascular events (159). Surprisingly, when an antioxidant combination (1,000 mg of vitamin C, 800 IU of vitamin E (d -α-tocopherol), 100 μg of selenium, and 25 mg of β-carotene daily) was taken with the simvastatin-niacin combination, the protective effects were diminished. However, the individual contribution of selenium cannot be established, and other studies have reported that antioxidant vitamins alone could interfere with the action of HDL-raising drugs, including statins (160).",155;156;157;158;159;160,6/6,"Azrak RG, Cao S, Pendyala L, et al. Efficacy of increasing the therapeutic index of irinotecan, plasma and tissue selenium concentrations is methylselenocysteine dose dependent. Biochem Pharmacol. 2007;73(9):1280-1287. (PubMed) | Graf WD, Oleinik OE, Glauser TA, Maertens P, Eder DN, Pippenger CE. Altered antioxidant enzyme activities in children with a serious adverse experience related to valproic acid therapy. Neuropediatrics. 1998;29(4):195-201. (PubMed) | Vernie LN, de Goeij JJ, Zegers C, de Vries M, Baldew GS, McVie JG. Cisplatin-induced changes of selenium levels and glutathione peroxidase activities in blood of testis tumor patients. Cancer Lett. 1988;40(1):83-91. (PubMed) | Flodin NW. Micronutrient supplements: toxicity and drug interactions. Prog Food Nutr Sci. 1990;14(4):277-331. (PubMed) | Brown BG, Zhao XQ, Chait A, et al. Simvastatin and niacin, antioxidant vitamins, or the combination for the prevention of coronary disease. N Engl J Med. 2001;345(22):1583-1592. (PubMed) | Tousoulis D, Antoniades C, Stefanadis C. Statins and antioxidant vitamins: should co-administration be avoided? J Am Coll Cardiol. 2006;47(6):1237; author reply 1237-1238. (PubMed)",https://pubmed.ncbi.nlm.nih.gov/17239826/;http://www.ncbi.nlm.nih.gov/pubmed/9762695;http://www.ncbi.nlm.nih.gov/pubmed/2453267;https://pubmed.ncbi.nlm.nih.gov/2091053/;https://pubmed.ncbi.nlm.nih.gov/11757504/;https://pubmed.ncbi.nlm.nih.gov/16545666/,https://lpi.oregonstate.edu/mic/minerals/selenium,2026-08-10T04:48:40+00:00
sodium,영양소-약물,,,,Deficiency 아래,Deficiency > Drug interactions,"Table 1 lists some medications that may increase the risk of hyponatremia (10, 19). Table 1. Medications that Increase the Risk of Hyponatremia Medication Family Examples Diuretics Hydrochlorothiazide, Furosemide (Lasix) Non-steroidal anti-inflammatory drugs (NSAIDs) Ibuprofen (Advil, Motrin), Naproxen sodium (Aleve) Opiate derivatives Codeine, Morphine Phenothiazines Prochlorperazine (Compazine), Promethazine (Phenergan) Serotonin-reuptake inhibitors (SSRIs) Fluoxetine (Prozac), Paroxetine (Paxil) Tricyclic antidepressants Amitriptyline (Elavil), Imipramine (Tofranil) Individual Medications Associated with Hyponatremia Carbamazepine (Tegretol) Chlorpropamide (Diabinese) Clofibrate (Atromid-S) Cyclophosphamide (Cytoxan) Desmopressin (DDAVP; nasal or oral) Lamotrigine (Lamictal) Oxytocin (Pitocin) Vincristine (Oncovin)",10;19,2/2,"Mohan S, Gu S, Parikh A, Radhakrishnan J. Prevalence of hyponatremia and association with mortality: results from NHANES. Am J Med. 2013;126(12):1127-1137. (PubMed) | Adrogue HJ, Madias NE. Hyponatremia. N Engl J Med. 2000;342(21):1581-1589. (PubMed)",https://www.ncbi.nlm.nih.gov/pubmed/24262726;https://www.ncbi.nlm.nih.gov/pubmed/10824078,https://lpi.oregonstate.edu/mic/minerals/sodium,2026-08-10T04:48:42+00:00
sodium,영양소-약물,,,,Safety 아래,Safety > Drug interactions,"Taking sodium bicarbonate orally may reduce the efficacy of the antibiotic cefpodoxime and the antidiabetic drug chlorpropamide by limiting drug absorption or increasing drug urinary excretion. Intravenous administration of sodium bicarbonate may also reduce the effects of aspirin and the nasal decongestant pseudoephedrine. Excessive intake of sodium bicarbonate may increase the risk of hypokalemia (abnormally low blood potassium concentration) in patients taking potassium-depleting drugs like diuretics (e.g., hydrochlorothiazide, furosemide, or bumetanide), the anti- gout agent colchicine, and calcium - or magnesium -containing antacids (94).",94,1/1,Natural Medicines. Sodium bicarbonate: interactions with drugs; 2016. Available at: https://naturalmedicines.therapeuticresearch.com/.,,https://lpi.oregonstate.edu/mic/minerals/sodium,2026-08-10T04:48:42+00:00
